,Area,Room,Parking,Warehouse,Elevator,Address,Price
1695,90.0,2,1,1,1,122,4680000000.0
1696,150.0,3,1,1,1,122,9400000000.0
1697,136.0,3,1,1,1,163,6200000000.0
1698,120.0,2,1,1,1,163,4100000000.0
1699,90.0,2,1,1,1,122,3520000000.0
1700,550.0,3,1,1,0,2,4500000000.0
1701,50.0,1,1,1,1,122,2500000000.0
1702,90.0,2,1,1,1,97,6000000000.0
1703,55.0,1,1,1,1,122,2300000000.0
1704,75.0,2,1,1,1,74,2350000000.0
1705,47.0,1,1,1,1,122,2100000000.0
1706,65.0,2,1,1,0,122,2250000000.0
1707,420.0,4,1,1,1,189,92400000000.0
1708,124.0,3,1,1,1,163,5950000000.0
1709,86.0,2,1,1,1,122,4250000000.0
1710,70.0,1,1,1,1,122,3100000000.0
1711,181.0,3,1,1,1,179,13600000000.0
1712,68.0,2,1,1,0,122,2230000000.0
1713,85.0,2,1,1,1,185,1250000000.0
1714,67.0,2,1,1,1,122,2600000000.0
1715,72.0,1,1,1,1,112,4500000000.0
1716,145.0,3,1,1,1,26,6150000000.0
1717,116.0,2,1,1,1,150,9860000000.0
1718,65.0,1,1,1,1,108,2700000000.0
1719,125.0,2,1,1,1,112,9300000000.0
1720,143.0,3,1,1,1,135,11200000000.0
1721,150.0,3,1,1,1,135,14800000000.0
1722,88.0,2,1,1,1,163,2560000000.0
1723,380.0,4,1,1,1,44,50000000000.0
1724,95.0,2,1,1,1,111,2990000000.0
1725,58.0,1,1,1,1,156,2850000000.0
1726,190.0,3,1,1,1,50,25000000000.0
1727,120.0,2,1,1,1,43,7700000000.0
1728,130.0,3,1,1,1,155,7500000000.0
1729,85.0,2,1,1,0,122,2800000000.0
1730,100.0,2,1,1,0,71,1100000000.0
1731,115.0,2,1,1,1,57,9500000000.0
1732,76.0,2,1,1,1,146,2480000000.0
1733,125.0,2,1,1,1,122,6000000000.0
1734,110.0,2,1,1,1,122,3900000000.0
1735,96.0,2,1,1,1,122,4150000000.0
1736,75.0,2,1,1,0,71,1250000000.0
1737,105.0,2,1,1,1,26,4300000000.0
1738,160.0,3,1,1,1,68,7000000000.0
1739,76.0,2,1,1,1,74,1800000000.0
1740,290.0,4,1,1,1,189,15950000000.0
1741,110.0,2,0,1,1,188,5550000000.0
1742,198.0,4,1,1,0,13,5200000000.0
1743,105.0,2,1,1,1,13,1930000000.0
1744,90.0,2,1,1,1,71,1098000000.0
1745,63.0,1,1,1,1,71,882000000.0
1746,100.0,2,1,1,1,26,3600000000.0
1747,117.0,3,1,1,1,71,1990000000.0
1748,91.0,2,1,1,0,71,1640000000.0
1749,60.0,1,1,1,0,71,780000000.0
1750,110.0,2,1,1,1,71,2530000000.0
1751,96.0,2,1,1,1,111,2990000000.0
1752,113.0,2,1,1,1,43,4300000000.0
1753,60.0,1,1,1,1,119,295000000.0
1754,74.0,2,1,1,1,163,2800000000.0
1755,155.0,3,1,1,1,39,9800000000.0
1756,125.0,2,1,1,1,111,3900000000.0
1757,49.0,1,1,0,1,37,3150000000.0
1758,148.0,3,1,1,1,135,12580000000.0
1759,134.0,3,1,1,1,125,2950000000.0
1760,90.0,2,1,1,1,26,3600000000.0
1761,110.0,1,1,1,1,26,4450000000.0
1762,115.0,2,1,1,1,122,5405000000.0
1763,90.0,2,1,1,1,32,5300000000.0
1764,95.0,2,1,1,1,106,4300000000.0
1765,105.0,2,1,1,1,117,750000000.0
1766,63.0,2,1,1,1,10,1638000000.0
1767,185.0,3,1,1,1,118,13000000000.0
1768,250.0,3,1,1,1,44,40000000000.0
1769,88.0,2,1,1,0,108,3850000000.0
1770,95.0,2,1,1,1,164,4300000000.0
1771,108.0,2,1,1,1,68,6400000000.0
1772,90.0,2,1,1,1,163,3780000000.0
1773,160.0,3,1,1,1,179,9600000000.0
1774,78.0,2,0,1,1,115,425000000.0
1775,120.0,3,1,1,1,119,590000000.0
1776,158.0,3,1,1,1,118,11060000000.0
1777,56.0,1,1,1,1,183,2250000000.0
1778,155.0,3,1,1,1,118,13175000000.0
1779,100.0,2,1,1,1,163,5700000000.0
1780,182.0,3,1,1,1,135,11500000000.0
1781,63.0,2,1,1,1,146,2250000000.0
1782,60.0,1,1,1,1,107,875000000.0
1783,125.0,2,1,1,1,152,1030000000.0
1784,53.0,1,0,0,0,152,395000000.0
1785,150.0,3,1,1,1,43,9500000000.0
1786,62.0,2,1,1,0,122,2200000000.0
1787,113.0,2,1,1,1,43,6000000000.0
1788,93.0,2,1,1,0,115,650000000.0
1789,84.0,2,1,1,1,31,2150000000.0
1790,83.0,2,1,1,1,74,2200000000.0
1791,150.0,3,1,1,1,57,13000000000.0
1792,147.0,3,1,1,1,43,9600000000.0
1793,75.0,2,1,1,1,135,5500000000.0
1794,119.0,2,1,1,1,156,4700000000.0
1795,105.0,2,1,1,1,135,4800000000.0
1797,115.0,2,1,1,1,43,6300000000.0
1798,179.0,3,1,1,1,179,8055000000.0
1799,86.0,2,1,1,1,26,3600000000.0
1800,70.0,1,1,1,1,183,3650000000.0
1801,48.0,1,1,1,1,146,1750000000.0
1802,70.0,2,0,1,1,84,1250000000.0
1803,102.0,2,1,1,1,135,6120000000.0
1804,85.0,2,1,0,1,117,470000000.0
1805,72.0,2,1,1,0,183,2400000000.0
1806,120.0,2,1,1,1,152,1050000000.0
1807,180.0,3,1,1,1,135,14500000000.0
1808,138.0,3,1,1,1,135,9300000000.0
1809,87.0,2,1,1,1,152,960000000.0
1810,705.0,5,1,1,0,0,91000000000.0
1811,200.0,3,1,1,1,135,16000000000.0
1812,87.0,2,1,1,1,117,570000000.0
1813,75.0,2,1,1,1,146,3350000000.0
1814,66.0,2,1,1,1,111,1580000000.0
1815,57.0,1,1,1,1,183,2900000000.0
1816,62.0,1,1,1,1,183,2650000000.0
1817,65.0,2,1,1,1,183,3100000000.0
1818,70.0,1,0,1,0,135,3300000000.0
1819,65.0,1,1,1,1,183,2800000000.0
1820,100.0,2,1,1,1,111,2800000000.0
1821,210.0,3,1,1,1,135,16400000000.0
1822,110.0,2,1,1,1,135,8900000000.0
1823,68.0,2,1,1,1,183,2900000000.0
1824,101.0,2,1,1,1,135,5555000000.0
1825,85.0,2,1,1,1,43,5000000000.0
1826,165.0,3,1,1,1,135,10500000000.0
1827,300.0,4,1,1,1,135,30000000000.0
1828,245.0,3,1,1,1,150,19000000000.0
1829,105.0,2,1,1,0,13,1000000000.0
1830,135.0,2,1,1,1,135,8800000000.0
1831,130.0,3,1,1,1,135,9300000000.0
1832,83.0,2,1,0,1,135,4600000000.0
1833,60.0,1,1,1,1,135,4650000000.0
1834,52.0,1,1,1,1,164,2750000000.0
1835,60.0,2,1,1,1,183,2850000000.0
1836,60.0,2,1,1,1,183,2850000000.0
1837,70.0,2,1,1,1,40,3000000000.0
1838,140.0,3,1,1,1,150,11200000000.0
1839,120.0,2,1,1,1,135,6800000000.0
1840,62.0,1,1,1,1,152,510000000.0
1841,70.0,2,1,1,1,183,2600000000.0
1842,150.0,3,1,1,1,135,9500000000.0
1843,69.0,2,1,1,0,156,1850000000.0
1844,97.0,2,1,1,1,117,770000000.0
1845,70.0,1,1,1,1,40,2600000000.0
1846,100.0,2,1,1,1,74,2300000000.0
1847,75.0,2,1,1,0,183,2500000000.0
1848,103.0,2,1,1,1,19,3150000000.0
1849,85.0,2,1,1,1,156,2650000000.0
1850,150.0,3,1,1,1,122,10500000000.0
1851,66.0,2,1,1,1,123,4250000000.0
1852,106.0,2,1,1,1,117,800000000.0
1853,101.0,2,1,0,1,120,3300000000.0
1854,290.0,4,1,1,1,14,27000000000.0
1855,106.0,2,1,1,1,135,6000000000.0
1856,107.0,3,1,1,0,47,2970000000.0
1857,122.0,2,1,1,1,74,3900000000.0
1858,195.0,3,1,1,1,150,19500000000.0
1859,98.0,2,1,1,1,146,3200000000.0
1860,105.0,2,1,1,1,117,700000000.0
1861,98.0,2,1,1,1,117,770000000.0
1862,200.0,3,1,1,1,57,16000000000.0
1863,400.0,4,1,1,1,44,63000000000.0
1864,110.0,2,1,1,1,43,8300000000.0
1865,95.0,2,1,1,1,111,2950000000.0
1866,60.0,1,1,1,1,164,2400000000.0
1867,76.0,2,0,0,0,115,345000000.0
1868,222.0,3,1,1,1,57,19800000000.0
1869,120.0,2,1,1,1,122,6000000000.0
1870,90.0,2,1,1,1,43,6000000000.0
1871,270.0,3,1,1,1,77,26500000000.0
1872,110.0,2,1,1,0,164,3580000000.0
1873,84.0,2,1,1,1,152,982000000.0
1874,76.0,2,1,1,1,152,870000000.0
1875,75.0,2,0,1,1,115,400000000.0
1876,170.0,4,1,1,1,13,3060000000.0
1877,92.0,2,0,1,0,13,930000000.0
1878,122.0,3,1,1,0,115,850000000.0
1879,170.0,3,1,1,1,43,7800000000.0
1880,147.0,3,1,1,1,118,8350000000.0
1881,47.0,1,0,1,0,74,850000000.0
1882,100.0,2,1,1,1,118,6000000000.0
1883,180.0,3,1,1,1,135,13500000000.0
1884,90.0,2,1,1,1,108,3150000000.0
1885,180.0,3,1,1,1,135,13500000000.0
1886,80.0,2,1,1,1,146,2550000000.0
1887,59.0,1,1,0,1,120,1600000000.0
1888,87.0,2,1,1,1,117,850000000.0
1889,50.0,1,0,1,1,111,1000000000.0
1890,123.0,3,1,1,1,57,7400000000.0
1891,56.0,1,1,1,1,52,2200000000.0
1892,105.0,2,1,1,1,117,945000000.0
1893,57.0,1,1,1,1,19,1750000000.0
1894,78.0,2,1,1,1,163,3500000000.0
1895,92.0,2,1,1,1,163,3880000000.0
1896,100.0,2,1,1,1,117,1050000000.0
1897,152.0,3,1,1,1,135,9800000000.0
1898,155.0,3,1,1,1,150,9000000000.0
1899,115.0,3,1,1,1,146,3870000000.0
1900,145.0,3,1,1,1,150,11000000000.0
1901,115.0,2,1,1,1,187,5400000000.0
1902,60.0,1,1,1,0,26,2190000000.0
1903,160.0,3,1,1,1,57,10200000000.0
1904,101.0,2,1,1,1,106,5150000000.0
1905,98.0,2,1,1,1,163,3600000000.0
1906,92.0,2,1,1,1,122,3870000000.0
1907,90.0,2,1,1,1,108,3880000000.0
1908,150.0,3,1,1,1,183,7200000000.0
1909,106.0,2,1,1,1,119,2960000000.0
1910,135.0,3,1,1,1,36,4200000000.0
1911,105.0,2,1,1,1,117,890000000.0
1912,209.0,3,1,1,1,183,13000000000.0
1913,115.0,2,1,1,0,167,3600000000.0
1914,110.0,2,1,1,0,181,3950000000.0
1915,90.0,2,0,1,1,108,3150000000.0
1916,190.0,3,1,1,1,14,24000000000.0
1917,54.0,1,0,1,1,122,2000000000.0
1918,133.0,3,1,1,1,57,13300000000.0
1919,200.0,3,1,1,1,7,27000000000.0
1920,220.0,3,1,1,1,77,33600000000.0
1921,130.0,3,1,1,1,57,8700000000.0
1922,123.0,3,1,1,0,18,3450000000.0
1923,105.0,2,1,1,1,36,4100000000.0
1924,103.0,3,1,1,1,156,4128000000.0
1925,105.0,2,1,1,1,117,710000000.0
1926,161.0,3,1,1,1,119,6400000000.0
1927,115.0,3,0,1,1,152,1600000000.0
1928,85.0,2,0,0,0,18,3100000000.0
1929,50.0,2,1,1,0,156,1820000000.0
1930,160.0,3,1,1,1,119,6700000000.0
1931,232.0,3,1,1,1,50,23000000000.0
1932,98.0,2,1,1,1,146,3220000000.0
1933,117.0,2,1,1,1,156,3880000000.0
1934,77.0,2,1,1,1,183,3400000000.0
1935,100.0,2,1,1,0,187,3950000000.0
1936,85.0,2,1,1,0,108,2950000000.0
1937,145.0,3,1,1,1,50,11000000000.0
1938,127.0,3,1,1,1,64,4480000000.0
1939,79.0,2,1,1,1,156,2950000000.0
1940,120.0,2,1,1,1,57,11000000000.0
1941,173.0,3,1,1,1,105,11000000000.0
1942,195.0,3,1,1,1,50,17280000000.0
1943,66.0,2,1,1,1,183,2270000000.0
1944,100.0,2,1,1,1,57,8000000000.0
1945,140.0,3,1,1,1,57,11150000000.0
1946,93.0,2,1,1,1,17,1300000000.0
1947,80.0,2,1,1,1,187,4250000000.0
1948,119.0,2,1,1,1,156,5400000000.0
1949,100.0,2,1,1,1,43,6500000000.0
1950,115.0,2,1,1,1,156,3840000000.0
1951,52.0,1,1,1,1,43,3700000000.0
1952,136.0,3,1,1,1,119,1360000000.0
1953,95.0,2,1,1,1,156,5000000000.0
1954,83.0,3,1,1,1,156,3100000000.0
1955,100.0,2,1,1,1,152,1700000000.0
1956,70.0,2,1,1,0,156,2550000000.0
1957,73.0,2,1,1,0,156,2580000000.0
1958,70.0,2,1,1,1,146,2000000000.0
1959,105.0,2,1,1,1,117,500000000.0
1960,69.0,2,1,1,1,146,2050000000.0
1961,87.0,2,1,1,1,117,530000000.0
1962,66.0,1,1,1,1,117,720000000.0
1963,98.0,2,1,1,1,117,1000000000.0
1964,64.0,2,1,1,1,146,1980000000.0
1965,65.0,2,1,1,1,146,2000000000.0
1966,85.0,2,1,1,1,26,3350000000.0
1967,85.0,2,1,1,1,122,4500000000.0
1968,93.0,2,1,1,1,57,5600000000.0
1969,155.0,3,1,1,1,68,9000000000.0
1970,450.0,2,0,0,0,2,4500000000.0
1971,117.0,3,1,1,1,150,6800000000.0
1972,85.0,2,1,1,1,113,640000000.0
1973,500.0,4,1,1,0,31,20000000000.0
1974,900.0,3,1,1,0,31,8500000000.0
1975,60.0,1,1,1,1,119,875000000.0
1976,60.0,1,1,1,1,119,870000000.0
1977,58.0,2,1,1,1,137,1200000000.0
1978,118.0,2,1,1,1,152,960000000.0
1979,98.0,2,1,1,1,57,8700000000.0
1980,60.0,1,0,1,1,100,2100000000.0
1981,85.0,2,1,1,1,57,7400000000.0
1982,110.0,2,1,1,1,68,5000000000.0
1983,190.0,3,1,1,1,57,12000000000.0
1984,235.0,3,1,1,1,57,24000000000.0
1985,150.0,3,1,1,1,57,14500000000.0
1986,197.0,3,1,1,1,57,13300000000.0
1987,153.0,2,1,1,1,57,13300000000.0
1988,99.0,2,1,1,1,68,4900000000.0
1989,195.0,3,1,1,1,57,19900000000.0
1990,125.0,2,1,1,1,57,11600000000.0
1991,85.0,2,1,1,1,57,7300000000.0
1992,103.0,2,1,1,1,68,6640000000.0
1993,235.0,3,1,1,1,57,25500000000.0
1994,107.0,2,1,1,1,179,13200000000.0
1995,195.0,3,1,1,1,57,19500000000.0
1996,170.0,3,0,0,0,57,14500000000.0
1997,153.0,3,1,1,1,57,13000000000.0
1998,90.0,2,1,1,1,120,2650000000.0
1999,88.0,2,1,1,1,57,7600000000.0
2000,100.0,2,1,1,1,57,8500000000.0
2001,100.0,2,1,1,1,135,6500000000.0
2002,203.0,3,1,1,1,15,13800000000.0
2003,200.0,3,1,1,1,14,13300000000.0
2004,200.0,3,1,1,1,15,13700000000.0
2005,116.0,3,1,1,1,57,8000000000.0
2006,202.0,3,0,0,0,15,13300000000.0
2007,202.0,3,1,1,1,14,13200000000.0
2008,61.0,1,1,1,1,160,1318000000.0
2009,70.0,2,1,1,1,74,1550000000.0
2010,62.0,2,1,1,1,24,1400000000.0
2011,200.0,3,1,1,1,15,13300000000.0
2012,120.0,3,1,1,1,111,3950000000.0
2013,87.0,2,1,1,1,11,4780000000.0
2014,200.0,3,1,1,1,14,13400000000.0
2015,80.0,2,1,1,1,115,500000000.0
2016,202.0,3,0,0,0,15,13500000000.0
2017,57.0,1,0,1,1,111,1320000000.0
2018,202.0,3,1,1,1,15,13700000000.0
2019,84.0,2,1,1,1,120,2250000000.0
2020,202.0,3,1,1,1,14,14700000000.0
2021,93.0,2,1,1,1,135,5600000000.0
2022,85.0,2,1,1,1,57,8000000000.0
2023,100.0,2,1,1,1,135,7400000000.0
2024,153.0,2,1,1,1,14,10500000000.0
2025,122.0,3,1,1,1,135,8000000000.0
2026,150.0,2,1,1,1,14,10500000000.0
2027,56.0,2,1,1,1,111,1500000000.0
2028,150.0,2,1,1,1,15,10500000000.0
2029,202.0,3,1,1,1,15,14300000000.0
2030,201.0,3,1,1,1,14,14200000000.0
2031,140.0,3,1,1,1,152,2590000000.0
2032,200.0,3,1,1,1,14,14000000000.0
2033,67.0,2,1,1,0,74,1500000000.0
2034,86.0,2,1,1,1,57,7200000000.0
2035,120.0,3,1,1,1,111,3950000000.0
2036,84.0,2,1,1,1,57,7400000000.0
2037,86.0,2,1,1,1,26,3800000000.0
2038,85.0,2,1,1,1,57,7300000000.0
2039,67.0,2,1,1,1,156,2300000000.0
2040,90.0,2,1,1,1,108,4800000000.0
2041,83.0,2,1,1,1,57,7300000000.0
2042,70.0,2,1,1,1,74,1730000000.0
2043,88.0,2,1,1,1,152,1135200000.0
2044,167.0,3,1,1,1,57,11000000000.0
2045,100.0,2,0,0,0,152,650000000.0
2046,100.0,2,1,1,1,152,1000000000.0
2047,60.0,2,1,1,1,163,2300000000.0
2048,155.0,3,1,1,1,57,11000000000.0
2049,76.0,2,1,1,1,74,1850000000.0
2050,90.0,2,1,1,1,152,900000000.0
2051,65.0,1,1,1,1,152,535000000.0
2052,80.0,2,1,1,1,152,680000000.0
2053,135.0,2,1,1,1,57,8700000000.0
2054,94.0,2,1,1,1,152,950000000.0
2055,110.0,2,1,1,1,57,8200000000.0
2056,115.0,3,1,1,1,50,6900000000.0
2057,170.0,3,1,1,1,57,11200000000.0
2058,115.0,3,0,1,1,50,6900000000.0
2059,60.0,1,0,0,0,31,900000000.0
2060,105.0,2,1,1,1,135,5800000000.0
2061,61.0,2,0,1,0,141,1040000000.0
2062,100.0,2,1,1,1,135,6000000000.0
2063,145.0,3,1,1,1,74,4600000000.0
2064,87.0,2,1,1,1,117,479000000.0
2065,87.0,2,1,1,1,117,496000000.0
2066,115.0,3,1,1,1,150,6500000000.0
2067,85.0,2,1,1,1,117,690000000.0
2068,67.0,2,1,1,0,122,2280000000.0
2069,94.0,2,1,1,1,156,2280000000.0
2070,90.0,2,1,1,1,156,3200000000.0
2073,86.0,2,1,1,1,117,890000000.0
2074,60.0,2,1,1,1,183,2650000000.0
2075,58.0,1,1,1,1,150,3400000000.0
2076,76.0,2,1,1,1,146,2850000000.0
2077,57.0,1,1,1,1,164,2400000000.0
2078,81.0,2,1,1,1,183,3300000000.0
2079,112.0,3,1,1,1,183,3600000000.0
2080,75.0,2,1,1,1,156,3500000000.0
2081,153.0,3,1,1,1,122,7500000000.0
2082,95.0,2,1,1,1,150,5100000000.0
2083,101.0,2,1,1,1,150,6565000000.0
2084,40.0,0,0,0,0,113,165000000.0
2085,88.0,2,1,1,1,127,2860000000.0
2086,141.0,3,1,1,1,119,3810000000.0
2087,140.0,3,1,1,1,119,1790000000.0
2088,120.0,2,1,1,1,119,1530000000.0
2089,66.0,2,0,1,0,24,1000000000.0
2090,70.0,2,1,1,1,122,3500000000.0
2091,75.0,2,1,0,1,69,3000000000.0
2092,70.0,2,0,1,1,45,1800000000.0
2093,150.0,3,1,1,1,135,20000000000.0
2094,95.0,2,1,1,1,62,950000000.0
2095,65.0,2,1,1,0,74,1450000000.0
2096,88.0,3,0,1,1,115,475000000.0
2097,113.0,3,1,1,0,57,6000000000.0
2098,50.0,1,1,1,0,152,360000000.0
2099,45.0,1,0,0,1,111,1200000000.0
2100,53.0,1,0,1,1,100,1350000000.0
2101,100.0,2,1,1,1,13,1800000000.0
2102,50.0,1,1,1,0,157,500000000.0
2103,43.0,0,0,1,0,101,360000000.0
2104,85.0,2,1,1,0,21,765000000.0
2105,134.0,3,1,1,1,106,6400000000.0
2106,90.0,2,1,1,1,146,3000000000.0
2107,90.0,2,1,1,1,152,1260000000.0
2108,135.0,2,1,1,0,136,2200000000.0
2109,130.0,3,1,1,1,127,5850000000.0
2110,55.0,1,1,1,0,13,550000000.0
2111,200.0,5,0,0,0,36,12000000000.0
2112,107.0,2,1,1,1,151,800000000.0
2113,150.0,2,1,1,1,113,1270000000.0
2114,56.0,1,0,1,0,111,1200000000.0
2115,160.0,3,1,1,0,18,4500000000.0
2116,138.0,3,1,1,1,141,3584000000.0
2117,125.0,3,1,1,1,170,3750000000.0
2118,83.0,2,1,1,1,146,2510000000.0
2119,131.0,3,1,1,1,127,5850000000.0
2120,115.0,2,1,1,1,26,4870000000.0
2121,50.0,1,1,1,0,13,650000000.0
2122,91.0,2,1,1,1,183,3600000000.0
2123,80.0,2,1,1,1,26,3395000000.0
2124,40.0,1,0,1,0,125,720000000.0
2125,68.0,2,1,1,1,146,2150000000.0
2126,110.0,2,1,1,1,156,3920000000.0
2128,50.0,1,1,1,0,24,830000000.0
2129,110.0,2,1,1,1,146,5550000000.0
2130,95.0,2,1,1,1,146,2920000000.0
2131,65.0,2,1,1,1,163,2250000000.0
2132,108.0,2,1,1,1,119,3024000000.0
2133,62.0,2,0,1,0,24,930000000.0
2134,37.0,1,0,1,1,65,830000000.0
2135,105.0,2,1,1,1,183,3650000000.0
2136,41.0,1,0,1,0,141,770000000.0
2137,85.0,2,1,1,1,155,4600000000.0
2138,150.0,3,1,1,1,150,12350000000.0
2139,83.0,2,1,1,1,40,2800000000.0
2140,174.0,3,1,1,1,176,10000000000.0
2141,105.0,3,1,1,1,187,4725000000.0
2142,57.0,2,0,0,1,182,1265000000.0
2143,200.0,3,1,1,1,138,7000000000.0
2144,75.0,2,0,0,0,21,600000000.0
2145,87.0,2,0,0,0,117,900000000.0
2146,63.0,2,0,1,0,125,1260000000.0
2147,64.0,2,1,1,1,26,2240000000.0
2148,65.0,2,0,0,0,111,1200000000.0
2149,87.0,2,1,1,1,117,650000000.0
2150,44.0,1,0,1,0,157,570000000.0
2151,85.0,2,0,0,0,113,355000000.0
2152,43.0,1,0,1,0,5,800000000.0
2153,118.0,3,1,1,1,142,4900000000.0
2154,92.0,2,1,1,1,156,2700000000.0
2155,124.0,3,1,1,1,142,3400000000.0
2156,56.0,1,0,1,0,74,950000000.0
2157,40.0,1,0,1,0,120,870000000.0
2158,92.0,2,1,1,1,183,2970000000.0
2159,86.0,2,1,1,1,26,3330000000.0
2160,51.0,2,1,1,0,156,1850000000.0
2161,70.0,1,0,0,0,21,560000000.0
2162,85.0,2,1,1,1,152,1062000000.0
2163,51.0,1,0,1,0,111,900000000.0
2164,131.0,2,1,1,1,128,3400000000.0
2165,48.0,1,0,1,0,84,820000000.0
2166,84.0,2,1,1,0,13,773000000.0
2167,95.0,2,1,1,1,65,2350000000.0
2168,74.0,2,1,1,1,48,2960000000.0
2169,68.0,2,1,1,1,40,2500000000.0
2170,240.0,4,1,1,1,119,4800000000.0
2172,44.0,1,0,1,0,125,770000000.0
2173,82.0,2,1,1,1,156,2850000000.0
2174,44.0,1,1,1,0,141,1050000000.0
2175,42.0,1,0,1,0,120,960000000.0
2176,63.0,1,1,1,1,14,4000000000.0
2177,110.0,2,0,1,1,140,750000000.0
2178,235.0,3,1,1,1,105,31000000000.0
2179,500.0,2,1,1,0,2,3100000000.0
2180,57.0,1,1,1,0,52,1930000000.0
2181,170.0,3,1,1,1,113,1280000000.0
2182,115.0,2,1,1,0,62,2050000000.0
2183,68.0,2,1,1,1,164,2700000000.0
2184,62.0,1,0,1,1,21,620000000.0
2185,56.0,1,1,1,1,146,2200000000.0
2186,75.0,2,1,1,1,156,3110000000.0
2187,95.0,2,1,1,1,118,5850000000.0
2188,144.0,3,1,1,1,188,10368000000.0
2189,50.0,1,0,0,1,124,380000000.0
2190,78.0,2,1,1,0,142,2100000000.0
2191,95.0,2,1,0,1,128,2050000000.0
2192,90.0,2,1,1,1,128,1800000000.0
2193,95.0,2,1,1,1,122,4200000000.0
2194,350.0,4,1,1,1,105,72000000000.0
2195,71.0,2,1,1,1,183,2330000000.0
2196,80.0,1,0,0,0,121,380000000.0
2197,44.0,1,1,0,1,111,1000000000.0
2198,46.0,1,1,1,1,74,1150000000.0
2199,78.0,2,1,1,0,142,2010000000.0
2200,67.0,2,0,1,0,79,1070000000.0
2201,49.0,1,1,1,0,13,110000000.0
2202,105.0,2,1,1,1,13,1200000000.0
2203,72.0,2,0,1,1,24,1290000000.0
2204,65.0,2,0,1,1,141,1220000000.0
2205,80.0,2,1,1,1,184,2160000000.0
2206,66.0,2,0,1,0,74,1187000000.0
2207,58.0,2,0,1,0,74,1210000000.0
2208,67.0,2,0,1,0,141,1215000000.0
2209,89.0,2,1,1,0,13,1068000000.0
2210,75.0,2,1,1,1,24,1450000000.0
2211,85.0,2,0,1,1,160,1440000000.0
2212,94.0,2,1,1,1,26,4300000000.0
2213,67.0,2,1,1,0,74,1440000000.0
2214,60.0,1,0,1,1,152,920000000.0
2215,67.0,1,1,0,1,24,1415000000.0
2216,65.0,2,0,0,1,24,1310000000.0
2217,72.0,2,0,1,1,24,1300000000.0
2218,62.0,2,1,1,1,141,1350000000.0
2219,37.0,1,0,1,1,111,999000000.0
2220,105.0,3,1,1,1,146,3550000000.0
2221,78.0,2,0,0,1,115,417000000.0
2222,53.0,1,0,1,0,21,450000000.0
2223,80.0,2,0,1,1,146,2450000000.0
2224,88.0,2,1,1,1,119,2850000000.0
2225,39.0,1,0,1,0,13,370000000.0
2226,128.0,2,1,1,1,75,6144000000.0
2227,87.0,2,1,1,1,154,2450000000.0
2228,48.0,1,0,1,0,24,830000000.0
2229,86.0,2,1,1,1,117,500000000.0
2230,86.0,2,1,1,1,117,600000000.0
2231,75.0,2,1,1,1,122,2300000000.0
2232,110.0,3,1,1,1,75,6160000000.0
2233,172.0,3,1,1,1,68,9300000000.0
2234,147.0,3,1,1,1,187,11600000000.0
2235,70.0,1,1,1,0,46,1540000000.0
2236,235.0,3,1,1,1,105,28500000000.0
2237,115.0,2,1,1,1,68,6000000000.0
2238,114.0,2,1,1,1,113,1090000000.0
2239,40.0,1,1,1,0,120,1380000000.0
2240,125.0,3,1,1,1,187,8450000000.0
2241,90.0,2,1,1,1,62,1315000000.0
2242,78.0,2,0,1,1,61,1794000000.0
2244,47.0,1,0,1,0,111,1050000000.0
2245,114.0,3,1,1,1,187,4900000000.0
2246,65.0,1,1,1,1,163,2500000000.0
2247,50.0,1,0,1,0,21,410000000.0
2248,125.0,2,1,1,1,72,1750000000.0
2249,41.0,1,0,0,0,141,815000000.0
2250,136.0,3,1,1,1,187,8200000000.0
2251,40.0,1,0,1,0,74,800000000.0
2252,60.0,2,0,1,0,160,650000000.0
2253,75.0,2,1,1,1,120,1750000000.0
2254,120.0,3,1,1,1,187,8000000000.0
2255,165.0,3,1,1,1,113,1000000000.0
2256,110.0,2,0,1,0,113,640000000.0
2257,116.0,2,1,1,1,156,4640000000.0
2258,115.0,2,1,1,1,156,4500000000.0
2259,77.0,2,0,1,1,113,460000000.0
2260,120.0,3,1,1,1,187,7000000000.0
2261,100.0,2,0,1,1,113,660000000.0
2262,130.0,3,1,1,1,187,6000000000.0
2263,60.0,1,1,1,1,71,1200000000.0
2264,75.0,2,0,1,1,115,385000000.0
2265,128.0,3,1,1,0,105,8500000000.0
2266,150.0,2,1,1,1,189,15000000000.0
2267,135.0,3,1,1,1,187,10000000000.0
2268,60.0,1,1,1,1,188,1200000000.0
2269,41.0,1,0,0,0,44,815000000.0
2270,113.0,2,1,1,1,105,9000000000.0
2271,52.0,1,0,1,1,13,665000000.0
2272,100.0,2,1,1,1,14,7000000000.0
2273,66.0,2,1,1,0,122,2650000000.0
2274,200.0,3,1,1,1,105,29000000000.0
2275,170.0,3,1,1,1,105,22100000000.0
2276,100.0,2,1,1,1,57,8300000000.0
2277,90.0,1,1,1,1,77,10000000000.0
2278,200.0,3,1,1,1,105,14000000000.0
2279,51.0,1,1,0,1,129,1250000000.0
2280,70.0,2,1,1,0,122,2680000000.0
2281,73.0,2,1,1,0,183,2200000000.0
2282,245.0,2,0,0,0,71,7800000000.0
2283,87.0,2,1,1,1,32,5850000000.0
2284,120.0,2,1,1,1,179,9000000000.0
2285,171.0,3,1,1,1,44,12825000000.0
2286,66.0,2,1,1,0,122,2460000000.0
